type,gene,db_xref,start,end,Length,strand,product
CDS,uspB,GI:378701480,3781454,3781789,337,-1,universal stress protein B
CDS,uspA,GI:378701481,3782177,3782611,436,1,universal stress protein A
CDS,none,GI:378701482,3782936,3784408,1474,1,putative PTR2 family transport protein
CDS,none,GI:378701483,3784500,3785258,760,-1,hypothetical protein
CDS,prlC,GI:378701484,3785265,3787307,2044,-1,oligopeptidase A
CDS,none,GI:378701485,3787489,3788760,1273,-1,putative phosphatase
CDS,none,GI:378701486,3788971,3789813,844,1,hypothetical protein
CDS,gor,GI:378701487,3789918,3791270,1354,1,glutathione reductase
CDS,none,GI:378701488,3791317,3792360,1045,-1,L-asparginase
CDS,dcuB,GI:378701489,3792419,3793738,1321,-1,anaerobic C4 dicarboxylate membrane transport protein
CDS,none,GI:378701490,3793792,3794637,847,-1,putative carbohydrate kinase
CDS,none,GI:378701491,3794701,3795678,979,-1,putative phosphosugar-binding protein
CDS,none,GI:378701492,3795854,3796573,721,-1,gntR family regulatory protein
CDS,treF,GI:378701493,3796899,3798548,1651,1,cytoplasmic trehalase
CDS,none,GI:378701494,3798561,3800150,1591,-1,hypothetical protein
CDS,none,GI:378701495,3800431,3800787,358,1,bacteriophage-like lysozyme
CDS,yhjB,GI:378701496,3800793,3801395,604,-1,luxR family transcriptional regulator
CDS,yhjC,GI:378701497,3802026,3802925,901,1,lysR family transcriptional regulator
CDS,yhjD,GI:378701498,3802998,3804026,1030,1,hypothetical protein
CDS,yhjE,GI:378701499,3804377,3805699,1324,1,metabolite transport protein
CDS,none,GI:378701500,3805739,3807799,2062,-1,hypothetical protein
CDS,none,GI:378701501,3807909,3808676,769,-1,hypothetical protein
CDS,kdgK,GI:378701502,3808905,3809834,931,1,2-dehydro-3-deoxygluconokinase
CDS,yhjJ,GI:378701503,3809888,3811375,1489,-1,putative zinc-protease
CDS,dctA,GI:378701504,3811595,3812881,1288,-1,C4-dicarboxylate transport protein
CDS,none,GI:378701505,3813039,3814958,1921,-1,hypothetical protein
CDS,yhjL,GI:378701506,3815219,3818761,3544,-1,putative polysaccharide biosynthesis protein subunit C
CDS,yhjM,GI:378701507,3818743,3819852,1111,-1,endoglucanase
CDS,yhjN,GI:378701508,3819856,3822156,2302,-1,putative polysaccharide biosynthesis protein subunit B
CDS,yhjO,GI:378701509,3822167,3824791,2626,-1,putative polysaccharide biosynthesis protein catalytic subunit
CDS,none,GI:378701510,3824788,3825540,754,-1,hypothetical protein
CDS,none,GI:378701511,3825541,3825744,205,-1,hypothetical protein
CDS,none,GI:378701512,3825989,3827560,1573,1,hypothetical protein
CDS,none,GI:378701513,3827557,3827748,193,1,hypothetical protein
CDS,yhjU,GI:378701514,3827745,3829424,1681,1,hypothetical protein
CDS,yhjV,GI:378701515,3830256,3831554,1300,1,putative amino acid permease
CDS,dppF,GI:378701516,3831655,3832668,1015,-1,dipeptide transport ATP-binding protein DppF
CDS,dppD,GI:378701517,3832665,3833648,985,-1,dipeptide transport ATP-binding protein DppD
CDS,dppC,GI:378701518,3833659,3834561,904,-1,dipeptide transport system permease DppC
CDS,dppB,GI:378701519,3834571,3835590,1021,-1,dipeptide transport system permease DppB
CDS,dppA,GI:378701520,3835747,3837303,1558,-1,dipeptide transport protein
CDS,none,GI:378701521,3837910,3839235,1327,-1,putative xanthine permease
CDS,none,GI:378701522,3839293,3840417,1126,-1,hypothetical protein
CDS,none,GI:378701523,3840567,3841574,1009,1,putative lacI family transcriptional regulator
tRNA,none,none,3841737,3841810,75,-1,tRNA-Pro
CDS,yhjW,GI:378701524,3841901,3843592,1693,-1,hypothetical protein
CDS,lpfE,GI:378701525,3843810,3844337,529,-1,fimbrial protein (LpfE)
CDS,lpfC,GI:378701526,3845430,3847958,2530,-1,outer membrane usher protein (LpfC)
CDS,lpfB,GI:378701527,3847981,3848679,700,-1,fimbrial chaperone protein (LpfB)
CDS,lpfA,GI:378701528,3848764,3849300,538,-1,long polar fimbria protein A (LpfA)
CDS,none,GI:378701529,3849806,3850510,706,-1,putative lipoprotein
CDS,tag,GI:378701530,3850667,3851248,583,1,3-methyladenine DNA glycosylase
CDS,yiaC,GI:378701531,3851226,3851666,442,1,putative acetyltransferase
CDS,bisC,GI:378701532,3851635,3853968,2335,-1,biotin sulfoxide reductase
CDS,yiaD,GI:378701533,3854154,3854783,631,1,putative outer membrane protein
CDS,yiaE,GI:378701534,3855002,3855976,976,1,putative 2-hydroxyacid dehydrogenase
CDS,none,GI:378701535,3856026,3856736,712,-1,hypothetical protein
CDS,none,GI:378701536,3857175,3857465,292,1,putative HTH-type transcriptional regulator
CDS,cspA,GI:378701537,3857766,3857966,202,1,cold shock protein
CDS,none,GI:378701538,3858263,3858679,418,1,hypothetical protein
CDS,none,GI:378701539,3859051,3859536,487,-1,putative acetyltransferase
CDS,none,GI:378701540,3859524,3859811,289,-1,hypothetical protein
CDS,yafP,GI:378701541,3859989,3860456,469,-1,putative acetyltransferase
CDS,glyS,GI:378701542,3861085,3863154,2071,-1,"glycine-tRNA synthetase, beta subunit"
CDS,glyQ,GI:378701543,3863164,3864075,913,-1,"glycine-tRNA synthetase, alpha subunit"
CDS,none,GI:378701544,3864214,3864516,304,-1,putative lipoprotein
CDS,none,GI:378701545,3864682,3865677,997,1,hypothetical protein
CDS,yiaB,GI:378701546,3865700,3866053,355,-1,hypothetical protein
CDS,xylB,GI:378701547,3866228,3867682,1456,-1,xylulose kinase
CDS,xylA,GI:378701548,3867782,3869104,1324,-1,D-xylose isomerase
CDS,xylR,GI:378701549,3869467,3870645,1180,1,xylose operon regulatory protein
CDS,bax,GI:378701550,3870706,3871530,826,-1,putative exported amidase
CDS,malS,GI:378701551,3871846,3873873,2029,1,alpha-amylase
CDS,avtA,GI:378701552,3874047,3875297,1252,1,valine--pyruvate aminotransferase
CDS,none,GI:378701553,3875334,3875807,475,-1,putative electron-transport protein
CDS,yiaJ,GI:378701554,3875924,3876724,802,-1,putative transcriptional regulator
CDS,none,GI:378701555,3876954,3877952,1000,1,putative carboxylic acid dehydrogenase
CDS,none,GI:378701556,3877964,3878428,466,1,hypothetical protein
CDS,none,GI:378701557,3878452,3879384,934,1,hypothetical protein
CDS,yiaM,GI:378701558,3879523,3879996,475,1,hypothetical protein
CDS,yiaN,GI:378701559,3879999,3881276,1279,1,hypothetical protein
CDS,yiaO,GI:378701560,3881288,3882274,988,1,hypothetical protein
CDS,lyxK,GI:378701561,3882278,3883774,1498,1,putative L-xylulose kinase
CDS,sgbH,GI:378701562,3883771,3884433,664,1,putative hexulose-6-phosphate synthase
CDS,sgbU,GI:378701563,3884426,3885286,862,1,putative sugar-phosphate isomerase
CDS,sgbE,GI:378701564,3885304,3885975,673,1,putative sugar isomerase
CDS,none,GI:378701565,3886136,3886951,817,-1,putative transcriptional regulator
CDS,none,GI:378701566,3887215,3889170,1957,1,hypothetical protein
CDS,aldB,GI:378701567,3889288,3890826,1540,-1,aldehyde dehydrogenase B
CDS,none,GI:378701568,3890995,3891876,883,1,putative sugar kinase
CDS,selB,GI:378701569,3892161,3894011,1852,-1,selenocysteine-specific elongation factor
CDS,selA,GI:378701570,3894008,3895399,1393,-1,L-seryl-tRNA(Ser) selenium transferase
CDS,none,GI:378701571,3895498,3896106,610,-1,putative glutathione transferase
CDS,mtlA,GI:378701572,3896582,3898498,1918,1,mannitol-specific enzyme II of phosphotransferase system
CDS,mtlD,GI:378701573,3898719,3899867,1150,1,mannitol-1-phosphate dehydrogenase
CDS,mtlR,GI:378701574,3899864,3900454,592,1,mannitol operon repressor (mannitol repressor protein)
CDS,none,GI:378701575,3900464,3900673,211,-1,hypothetical protein
CDS,none,GI:378701576,3900964,3901326,364,1,hypothetical protein
CDS,none,GI:378701577,3901816,3902499,685,1,putative lipoprotein
CDS,none,GI:378701578,3902543,3906928,4387,1,putative inner membrane protein
CDS,lctP,GI:378701579,3907227,3908882,1657,1,L-lactate permease
CDS,lctR,GI:378701580,3908879,3909655,778,1,putative L-lactate dehydrogenase operon regulator
CDS,lctD,GI:378701581,3909652,3910842,1192,1,putative L-lactate dehydrogenase
CDS,yibK,GI:378701582,3910906,3911379,475,1,putative RNA-methyltransferase
CDS,none,GI:378701583,3911447,3912451,1006,-1,putative lacI family transcriptional regulator
CDS,none,GI:378701584,3912770,3913966,1198,1,putative racemase
CDS,none,GI:378701585,3914040,3915218,1180,1,glucarate transporter
CDS,none,GI:378701586,3915215,3915349,136,1,glucarate transporter
CDS,cysE,GI:378701587,3915432,3916253,823,-1,serine acetyltransferase
CDS,gpsA,GI:378701588,3916331,3917350,1021,-1,glycerol-3-phosphate dehydrogenase
CDS,secB,GI:378701589,3917350,3917817,469,-1,protein-export protein SecB
CDS,grxC,GI:378701590,3917861,3918112,253,-1,glutaredoxin 3
CDS,none,GI:378701591,3918199,3918630,433,-1,hypothetical protein
CDS,none,GI:378701592,3918878,3920422,1546,1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
CDS,none,GI:378701593,3920432,3921715,1285,1,hypothetical protein
CDS,none,GI:378701594,3921719,3922681,964,1,hypothetical protein
CDS,none,GI:378701595,3922668,3923702,1036,-1,putative glycosyltransferase
CDS,tdh,GI:378701596,3924196,3925221,1027,-1,threonine 3-dehydrogenase
CDS,kbl,GI:378701597,3925231,3926427,1198,-1,2-amino-3-ketobutyrate coenzyme A ligase
CDS,rfaD,GI:378701598,3926630,3927562,934,1,ADP-L-glycero-D-manno-heptose-6-epimerase
CDS,rfaF,GI:378701599,3927565,3928611,1048,1,ADP-heptose--LPS-heptosyltransferase II
CDS,rfaC,GI:378701600,3928611,3929564,955,1,lipopolysaccharide heptosyltransferase-1
CDS,rfaL,GI:378701601,3929604,3930818,1216,1,O-antigen ligase
CDS,waaK,GI:378701602,3930875,3931738,865,-1,"lipopolysaccharide 1,2-N-acetylglucosaminetransferase"
CDS,rfaZ,GI:378701603,3932121,3932930,811,-1,lipopolysaccharide core biosynthesis protein RfaZ
CDS,rfaY,GI:378701604,3933080,3933634,556,-1,lipopolysaccharide core biosynthesis protein
CDS,rfaJ,GI:378701605,3933801,3934811,1012,-1,"lipopolysaccharide 1,2-glucosyltransferase"
CDS,rfaI,GI:378701606,3934829,3935842,1015,-1,"lipopolysaccharide 1,3-galactosyltransferase"
CDS,rfaB,GI:378701607,3935848,3936927,1081,-1,"lipopolysaccharide 1,6-galactosyltransferase"
CDS,none,GI:378701608,3936997,3937230,235,-1,hypothetical protein
CDS,rfaP,GI:378701609,3937262,3938059,799,-1,lipopolysaccharide core biosynthesis protein
CDS,rfaG,GI:378701610,3938052,3939176,1126,-1,lipopolysaccharide core biosynthesis protein
CDS,rfaQ,GI:378701611,3939173,3940207,1036,-1,lipopolysaccharide core biosynthesis protein
CDS,kdtA,GI:378701612,3940718,3941929,1213,1,3-deoxy-D-manno-octulosonic-acid transferase
CDS,coaD,GI:378701613,3941938,3942417,481,1,phosphopantetheine adenylyltransferase
CDS,mutM,GI:378701614,3942445,3943254,811,-1,formamidopyrimidine-DNA glycosylase
CDS,rpmG,GI:378701615,3943352,3943519,169,-1,50S ribosomal protein L33
CDS,rpmB,GI:378701616,3943540,3943776,238,-1,50S ribosomal protein L28
CDS,radC,GI:378701617,3943994,3944659,667,-1,putative DNA repair protein
CDS,dfp,GI:378701618,3944832,3946055,1225,1,hypothetical protein
CDS,dut,GI:378701619,3946036,3946491,457,1,deoxyuridine 5'-triphosphate nucleotidohydrolase
CDS,ttk,GI:378701620,3946599,3947195,598,1,putative TetR family transcriptional regulator
CDS,pyrE,GI:378701621,3947273,3947914,643,-1,orotate phosphoribosyltransferase
CDS,rph,GI:378701622,3947993,3948709,718,-1,RNase PH
CDS,none,GI:378701623,3948835,3949698,865,1,hypothetical protein
CDS,none,GI:378701624,3949748,3950605,859,-1,putative regulatory protein
CDS,none,GI:378701625,3950724,3951605,883,1,putative beta-lactamase
CDS,none,GI:378701626,3951856,3952473,619,1,hypothetical protein
CDS,none,GI:378701627,3952470,3954155,1687,-1,putative DNA ligase
CDS,gmk,GI:378701628,3954412,3955035,625,1,5'guanylate kinase
CDS,rpoZ,GI:378701629,3955090,3955365,277,1,DNA-directed RNA polymerase subunit omega
CDS,spoT,GI:378701630,3955384,3957495,2113,1,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; CG Site No. 156"
CDS,spoU,GI:378701631,3957500,3958189,691,1,tRNA (guanosine-2'-O)-methyltransferase
CDS,recG,GI:378701632,3958195,3960276,2083,1,ATP-dependent DNA helicase
CDS,none,GI:378701633,3960279,3961130,853,-1,hypothetical protein
CDS,gltS,GI:378701634,3961133,3962338,1207,-1,glutamate permease
CDS,none,GI:378701635,3962566,3963957,1393,1,putative purine permease
CDS,yicH,GI:378701636,3964078,3965787,1711,1,hypothetical protein
CDS,none,GI:378701637,3965890,3968208,2320,-1,putative glycosyl hydrolase
CDS,yicJ,GI:378701638,3968220,3969602,1384,-1,sodium:galactoside family symporter
tRNA,tRNA-SeC(p),none,3969890,3969980,92,1,tRNA-Sec
CDS,none,GI:378701639,3970301,3970669,370,-1,hypothetical protein
CDS,rhuM,GI:378701640,3973047,3974084,1039,1,putative DNA-binding protein
CDS,rmbA,GI:378701641,3975383,3976000,619,1,hypothetical protein
CDS,misL,GI:378701642,3976075,3978942,2869,1,putative autotransported protein MisL
CDS,none,GI:378701643,3979037,3979519,484,-1,hypothetical protein
CDS,marT,GI:378701644,3979512,3980300,790,-1,putative transcriptional regulator (MarT)
CDS,slsA,GI:378701645,3981153,3981833,682,1,hypothetical protein
CDS,cigR,GI:378701646,3982062,3982541,481,-1,putative inner membrane protein
CDS,mgtB,GI:378701647,3982856,3985582,2728,-1,"Magnesium transport ATPase, P-type 2"
CDS,mgtC,GI:378701648,3985802,3986497,697,-1,Mg(2+) transport ATPase protein C
CDS,yicL,GI:378701649,3987006,3987908,904,1,hypothetical protein
CDS,none,GI:378701650,3987951,3988892,943,-1,hypothetical protein
CDS,none,GI:378701651,3989128,3989871,745,-1,hypothetical protein
CDS,none,GI:378701652,3989858,3990967,1111,-1,putative transferase
CDS,none,GI:378701653,3990971,3991828,859,-1,putative PTS system protein
CDS,none,GI:378701654,3991828,3992577,751,-1,putative PTS system protein
CDS,none,GI:378701655,3992723,3993208,487,-1,putative PTS system protein
CDS,none,GI:378701656,3993219,3993644,427,-1,putative PTS system protein
CDS,none,GI:378701657,3993863,3996661,2800,-1,putative NtrC family transcriptional regulator
CDS,none,GI:378701658,3996858,3997151,295,1,hypothetical protein
CDS,none,GI:378701659,3997257,3998639,1384,1,putative glycosyl hydrolase
CDS,none,GI:378701660,4000107,4000466,361,1,hypothetical protein
CDS,none,GI:378701661,4000450,4000773,325,1,putative DNA-binding protein
CDS,none,GI:378701662,4000864,4001133,271,-1,putative phosphocarrier protein of PTS system
CDS,none,GI:378701663,4001143,4002003,862,-1,"fructose-1,6-bisphosphate aldolase"
CDS,none,GI:378701664,4002066,4003550,1486,-1,putative sugar (pentulose and hexulose) kinase
CDS,none,GI:378701665,4003543,4004901,1360,-1,PTS system galactitol-specific transporter subunit IIC
CDS,none,GI:378701666,4004977,4005264,289,-1,putative IIB component of PTS system
CDS,none,GI:378701667,4005261,4005734,475,-1,"putative phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2"
CDS,none,GI:378701668,4005752,4006495,745,-1,GntR family transcriptional regulator
CDS,yicN,GI:378701669,4006848,4007300,454,-1,hypothetical protein
CDS,uhpT,GI:378701670,4007492,4008883,1393,-1,hexosephosphate transport protein
CDS,uhpC,GI:378701671,4009026,4010354,1330,-1,regulatory protein
CDS,uhpB,GI:378701672,4010364,4011866,1504,-1,two-component system sensor histidine kinase
CDS,uhpA,GI:378701673,4011866,4012456,592,-1,two-component system response regulator protein
CDS,none,GI:378701674,4012531,4013544,1015,-1,hypothetical protein
CDS,none,GI:378701675,4013556,4014872,1318,-1,permease
CDS,none,GI:378701676,4014903,4015823,922,-1,putative carbohydrate kinase
CDS,none,GI:378701677,4016148,4016933,787,1,DeoR family transcriptional regulator
CDS,ilvN,GI:378701678,4016935,4017225,292,-1,"acetohydroxy acid synthase I, small subunit"
CDS,ilvB,GI:378701679,4017229,4018917,1690,-1,"acetohydroxy acid synthase I, small subunit"
CDS,ivbL,GI:378701680,4019024,4019122,100,-1,ilvBN operon attenuator peptide
CDS,none,GI:378701681,4020011,4020799,790,1,hypothetical protein
CDS,emrD,GI:378701682,4021002,4022186,1186,1,multidrug resistance protein D
CDS,none,GI:378701683,4022113,4023198,1087,-1,hypothetical protein
CDS,dsdC,GI:378701684,4023262,4024185,925,-1,D-serine deaminase activator
CDS,dsdX,GI:378701685,4024411,4025748,1339,1,DsdX permease
CDS,dsdA,GI:378701686,4025766,4027088,1324,1,D-serine dehydratase
CDS,none,GI:378701687,4027170,4027700,532,-1,hypothetical protein
CDS,none,GI:378701688,4027697,4028059,364,-1,hypothetical protein
CDS,none,GI:378701689,4028049,4028396,349,-1,hypothetical protein
CDS,yidE,GI:378701690,4028840,4030501,1663,-1,hypothetical protein
CDS,hslS,GI:378701691,4030691,4031125,436,-1,heat shock protein B
CDS,hslT,GI:378701692,4031229,4031648,421,-1,heat shock protein A
CDS,none,GI:378701693,4031949,4032284,337,1,putative lipoprotein
CDS,yidR,GI:378701694,4032286,4033512,1228,-1,putative ATP/GTP-binding protein
CDS,ccmH1,GI:378701695,4033634,4034677,1045,-1,cytochrome c-type biogenesis protein H1
CDS,ccmG1,GI:378701696,4034674,4035231,559,-1,cytochrome C-type biogenesis protein
CDS,ccmF1,GI:378701697,4035228,4037159,1933,-1,cytochrome C-type biogenesis protein
CDS,ccmE1,GI:378701698,4037156,4037635,481,-1,protoheme transport protein E1
CDS,ccmD1,GI:378701699,4037632,4037844,214,-1,protoheme transport protein D1
CDS,ccmC1,GI:378701700,4037841,4038578,739,-1,protoheme transport protein C1 (cytochrome c-type biogenesis protein ccmc1)
CDS,ccmB1,GI:378701701,4038630,4039286,658,-1,protoheme transport protein B1 (cytochrome c-type biogenesis protein ccmB1)
CDS,ccmA1,GI:378701702,4039286,4039912,628,-1,protoheme exporter protein 1A
CDS,yhjA,GI:378701703,4039909,4041309,1402,-1,cytochrome c peroxidase
CDS,torD,GI:378701704,4041499,4042131,634,-1,TorD protein
CDS,torA,GI:378701705,4042124,4044676,2554,-1,trimethylamine-N-oxide reductase
CDS,torC,GI:378701706,4044666,4045850,1186,-1,cytochrome c-type protein
CDS,torR,GI:378701707,4045980,4046672,694,1,torCAD operon transcriptional regulatory protein
CDS,torT,GI:378701708,4046645,4047685,1042,-1,Solute binding receptor protein
CDS,torS,GI:378701709,4047765,4050500,2737,1,Two-component sensor protein histidine protein kinase
CDS,dgoT,GI:378701710,4050526,4051863,1339,-1,d-galactonate transporter
CDS,dgoA,GI:378701711,4051948,4053096,1150,-1,galactonate dehydratase
CDS,dgoA,GI:378701712,4053093,4053710,619,-1,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
CDS,dgoK,GI:378701713,4053694,4054572,880,-1,2-dehydro-3-deoxygalactonokinase
CDS,dgoR,GI:378701714,4054569,4055258,691,-1,galactonate operon transcriptional repressor
CDS,none,GI:378701715,4055519,4056364,847,-1,hypothetical protein
CDS,none,GI:378701716,4056670,4057932,1264,1,putative membrane transport protein
CDS,none,GI:378701717,4057946,4059139,1195,1,racemase
CDS,none,GI:378701718,4059254,4060150,898,1,putative LysR family transcriptional regulator
CDS,gyrB,GI:378701719,4060169,4062583,2416,-1,DNA gyrase subunit B
CDS,recF,GI:378701720,4062612,4063685,1075,-1,recF protein
CDS,dnaN,GI:378701721,4063833,4064933,1102,-1,DNA polymerase III beta-subunit
CDS,dnaA,GI:378701722,4064938,4066338,1402,-1,chromosomal replication initiator protein
CDS,rpmH,GI:378701723,4066999,4067139,142,1,50s ribosomal protein l34
CDS,rnpA,GI:378701724,4067156,4067515,361,1,"RNase P, protein component"
CDS,none,GI:378701725,4067479,4067736,259,1,hypothetical protein
CDS,yidC,GI:378701726,4067739,4069385,1648,1,hypothetical protein
CDS,thdF,GI:378701727,4069515,4070891,1378,1,thiophene and furan oxidation protein
CDS,none,GI:378701728,4072689,4073651,964,1,hypothetical protein
CDS,none,GI:378701729,4073651,4074586,937,1,reverse transcriptase
CDS,yidY,GI:378701730,4075388,4076575,1189,1,putative membrane transport protein
CDS,yidZ,GI:378701731,4076544,4077503,961,1,putative LysR family transcriptional regulator
CDS,none,GI:378701732,4077661,4078416,757,1,hypothetical protein
CDS,none,GI:378701733,4078416,4079000,586,1,hypothetical protein
CDS,yieG,GI:378701734,4079045,4080382,1339,-1,putative membrane transport protein
CDS,none,GI:378701735,4080551,4081216,667,1,putative hydrolase
CDS,phoU,GI:378701736,4081311,4082036,727,-1,phosphate transport system regulatory protein
CDS,pstB,GI:378701737,4082051,4082824,775,-1,phosphate transport ATP-binding protein
CDS,pstA,GI:378701738,4082911,4083801,892,-1,phosphate ABC transporter permease
CDS,pstC,GI:378701739,4083801,4084760,961,-1,phosphate ABC transporter permease
CDS,pstS,GI:378701740,4084896,4085936,1042,-1,phosphate-binding protein
CDS,none,GI:378701741,4086103,4087476,1375,-1,PTS system permease
CDS,none,GI:378701742,4087525,4088343,820,-1,putative shikimate 5-dehydrogenase
CDS,none,GI:378701743,4088438,4090195,1759,1,hypothetical protein
CDS,glmS,GI:378701744,4090346,4092175,1831,-1,glucosamine--fructose-6-phosphate aminotransferase
CDS,glmU,GI:378701745,4092364,4093734,1372,-1,UDP-N-acetylglucosamine pyrophosphorylase
CDS,none,GI:378701746,4094054,4094752,700,-1,hypothetical protein
CDS,atpC,GI:378701747,4094982,4095401,421,-1,ATP synthase subunit epsilon
CDS,atpD,GI:378701748,4095422,4096804,1384,-1,ATP synthase subunit beta
CDS,atpG,GI:378701749,4096831,4097694,865,-1,ATP synthase subunit gamma
CDS,atpA,GI:378701750,4097745,4099286,1543,-1,ATP synthase subunit alpha
CDS,atpH,GI:378701751,4099299,4099832,535,-1,ATP synthase subunit delta
CDS,atpF,GI:378701752,4099847,4100317,472,-1,ATP synthase subunit B
CDS,atpE,GI:378701753,4100377,4100616,241,-1,ATP synthase subunit C
CDS,atpB,GI:378701754,4100663,4101478,817,-1,ATP synthase subunit A
CDS,atpI,GI:378701755,4101487,4101867,382,-1,ATP synthase protein I
CDS,gidB,GI:378701756,4102483,4103112,631,-1,glucose inhibited division protein
CDS,gidA,GI:378701757,4103209,4105098,1891,-1,glucose inhibited division protein
CDS,mioC,GI:378701758,4105477,4105920,445,-1,MioC protein
CDS,asnC,GI:378701759,4106010,4106468,460,-1,regulatory protein
CDS,asnA,GI:378701760,4106619,4107611,994,1,asparagine synthetase A
CDS,none,GI:378701761,4107616,4109016,1402,-1,hypothetical protein
CDS,none,GI:378701762,4109061,4110557,1498,-1,hypothetical protein
CDS,kup,GI:378701763,4110905,4112773,1870,1,membrane transport protein
CDS,rbsD,GI:378701764,4112970,4113389,421,1,high affinity ribose transport protein RbsD
CDS,rbsA,GI:378701765,4113397,4114902,1507,1,high affinity ribose transport protein
CDS,rbsC,GI:378701766,4114908,4115873,967,1,high affinity ribose transport protein
CDS,rbsB,GI:378701767,4115898,4116788,892,1,D-ribose-binding periplasmic protein
CDS,rbsK,GI:378701768,4116922,4117851,931,1,ribokinase
CDS,rbsR,GI:378701769,4117855,4118853,1000,1,ribose operon repressor
CDS,none,GI:378701770,4120254,4120958,706,-1,20.8 kDa protein in rbsr-rrsc intergenic region
rRNA,none,none,4121449,4122990,1543,1,16S ribosomal RNA
tRNA,none,none,4123066,4123138,74,1,tRNA-Glu
rRNA,none,none,4123349,4126337,2990,1,23S ribosomal RNA
rRNA,none,none,4126519,4126640,123,1,5S ribosomal RNA
tRNA,none,none,4126828,4126901,75,1,tRNA-Asp
tRNA,none,none,4126913,4126985,74,1,tRNA-Trp
CDS,none,GI:378701771,4127090,4127938,850,-1,LysR family transcriptional regulatory protein
CDS,none,GI:378701772,4128045,4128383,340,1,hypothetical protein
CDS,yifB,GI:378701773,4128408,4129928,1522,-1,Putative competence protein (chelatase)
CDS,ilvG,GI:378701774,4130518,4132164,1648,1,acetolactate synthase large subunit
CDS,ilvM,GI:378701775,4132164,4132424,262,1,"acetohydroxy acid synthase II, small subunit"
CDS,ilvE,GI:378701776,4132442,4133371,931,1,branched-chain amino-acid aminotransferase
CDS,ilvD,GI:378701777,4133532,4135382,1852,1,dihydroxyacid dehydratase
CDS,ilvA,GI:378701778,4135385,4136929,1546,1,threonine deaminase
CDS,none,GI:378701779,4137213,4137530,319,1,hypothetical protein
CDS,none,GI:378701780,4137527,4137868,343,1,hypothetical protein
CDS,ilvY,GI:378701781,4137871,4138758,889,-1,LysR family regulatory protein for ilvC expression
CDS,ilvC,GI:378701782,4138922,4140397,1477,1,ketol-acid reductoisomerase
CDS,ppiC,GI:378701783,4140489,4140770,283,-1,peptidyl-prolyl cis-trans isomerase C
CDS,rep,GI:378701784,4141308,4143332,2026,1,ATP-dependent DNA helicase
CDS,gppA,GI:378701785,4143372,4144853,1483,-1,"guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (guanosine pentaphosphatase)"
CDS,rhlB,GI:378701786,4144972,4146237,1267,-1,putative ATP-dependent RNA helicase
CDS,trxA,GI:378701787,4146381,4146710,331,1,thioredoxin
CDS,rho,GI:378701788,4147129,4148388,1261,1,transcription termination factor
CDS,rfe,GI:378701789,4148618,4149721,1105,1,putative undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
CDS,none,GI:378701790,4149733,4150779,1048,1,lipopolysaccharide biosynthesis protein
CDS,rffE,GI:378701791,4150835,4151965,1132,1,UDP-N-acetyl-D-glucosamine 2-epimerase
CDS,rffD,GI:378701792,4151962,4153224,1264,1,UDP-ManNAc dehydrogenase
CDS,rffG,GI:378701793,4153239,4154291,1054,1,UDP-N-acetylglucosamine epimerase (UDP-GlcNAc-2-epimerase)
CDS,none,GI:378701794,4154324,4154548,226,1,glucose-1-phosphate thymidylyltransferase
CDS,rffC,GI:378701795,4154655,4155203,550,1,lipopolysaccharide biosynthesis protein
CDS,rffA,GI:378701796,4155208,4156338,1132,1,lipopolysaccharide biosynthesis protein
CDS,none,GI:378701797,4156340,4157590,1252,1,putative lipopolysaccharide biosynthesis protein
CDS,none,GI:378701798,4157587,4158666,1081,1,hypothetical protein
CDS,rffT,GI:378701799,4158663,4160021,1360,1,4-alpha-L-fucosyltransferase
CDS,rffM,GI:378701800,4160018,4160758,742,1,UDP-N-acetyl-D-mannosaminuronic acid transferase
CDS,yifK,GI:378701801,4160965,4162350,1387,1,amino acid permease
tRNA,none,none,4162453,4162526,75,1,tRNA-Arg
tRNA,none,none,4162584,4162656,74,1,tRNA-His
tRNA,none,none,4162680,4162763,85,1,tRNA-Leu
tRNA,none,none,4162809,4162882,75,1,tRNA-Pro
CDS,hemY,GI:378701802,4163467,4164606,1141,-1,Porphyrin biosynthetic protein
CDS,hemX,GI:378701803,4164666,4165835,1171,-1,uroporphyrinogen III methylase
CDS,hemD,GI:378701804,4165857,4166597,742,-1,uroporphyrinogen III synthase
CDS,hemC,GI:378701805,4166594,4167550,958,-1,porphobilinogen deaminase
CDS,cyaA,GI:378701806,4167912,4170458,2548,1,adenylate cyclase
CDS,none,GI:378701807,4170566,4170919,355,1,putative inner membrane protein
CDS,none,GI:378701808,4171105,4171647,544,1,putative inner membrane protein
CDS,none,GI:378701809,4171659,4172021,364,1,hypothetical protein
CDS,cyaY,GI:378701810,4172092,4172412,322,-1,CyaY protein
CDS,none,GI:378701811,4172482,4172871,391,-1,hypothetical protein
CDS,none,GI:378701812,4173567,4173770,205,1,putative lipoprotein
CDS,dapF,GI:378701813,4173804,4174631,829,1,diaminopimelate epimerase
