id,gene,gene_function,sub_class,class,source_organism,1st_blast_match,1st_blast_cov,2nd_blast_match,2nd_blast_cov,3rd_blast_match,3rd_blast_cov
Mmerc-g0467_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Pseudomonas putida,NA,NA,NA,NA,NA,NA
Mmerc-g0468_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Bacillus cereus,Mmerc-g0474_merB,100,Mmerc-g0473_merB,99.848,NA,NA
Mmerc-g0469_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Mmerc-g0470_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Bacillus cereus,Mmerc-g0471_merA,90,NA,NA,NA,NA
Mmerc-g0471_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Bacillus cereus,Mmerc-g0470_merA,100,NA,NA,NA,NA
Mmerc-g0472_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Escherichia coli O157:H7,Mmerc-g0464_merA,100,NA,NA,NA,NA
Mmerc-g0473_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Bacillus cereus,Mmerc-g0468_merA,100,Mmerc-g0474_merB,99.696,NA,NA
Mmerc-g0474_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Bacillus thuringiensis,Mmerc-g0468_merA,100,Mmerc-g0473_merB,99.696,NA,NA
Mmerc-g0475_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Acidithiobacillus sp. 'AMD consortium',NA,NA,NA,NA,NA,NA
Mmerc-g0476_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Stutzerimonas stutzeri,NA,NA,NA,NA,NA,NA
Mmerc-g0477_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Escherichia coli,Mmerc-g0478_merB,100,NA,NA,NA,NA
Mmerc-g0478_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Escherichia coli,Mmerc-g0477_merB,92,NA,NA,NA,NA
Mmerc-g0479_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Escherichia coli O157:H7,Mmerc-g0481_merB,100,Mmerc-g0483_merB1,91.53,Mmerc-g0480_merB,91.53
Mmerc-g0480_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Stutzerimonas stutzeri,Mmerc-g0484_merB1,100,Mmerc-g0483_merB1,97.541,Mmerc-g0482_merB,97.268
Mmerc-g0481_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Pseudomonas sp. K-62,Mmerc-g0479_merB,100,Mmerc-g0483_merB1,88.525,Mmerc-g0480_merB,88.525
Mmerc-g0482_merB,merB,Organomercurial lyase MerB (EC 4.99.1.2),Mercury resistance,Metals,Pseudomonas putida,Mmerc-g0483_merB1,100,Mmerc-g0480_merB,97.268,Mmerc-g0484_merB1,95.902
Mmerc-g0483_merB1,merB1,organomercurial lyase MerB1,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0482_merB,100,Mmerc-g0480_merB,97.541,Mmerc-g0484_merB1,96.175
Mmerc-g0484_merB1,merB1,organomercurial lyase MerB1,Mercury resistance,Metals,Stutzerimonas stutzeri,Mmerc-g0480_merB,100,Mmerc-g0483_merB1,96.175,Mmerc-g0482_merB,95.902
Mmerc-g0485_merC,merC,organomercurial transporter MerC,Mercury resistance,Metals,Escherichia coli O157:H7,Mmerc-g0486_merC,100,NA,NA,NA,NA
Mmerc-g0486_merC,merC,organomercurial transporter MerC,Mercury resistance,Metals,Pseudomonas sp. NY5710,Mmerc-g0485_merC,100,Mmerc-g0487_merC,82.741,NA,NA
Mmerc-g0487_merC,merC,organomercurial transporter MerC,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0486_merC,83,NA,NA,NA,NA
Mmerc-g0488_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmerc-g0489_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmerc-g0490_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Pseudomonas sp. NY5710,NA,NA,NA,NA,NA,NA
Mmerc-g0491_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Pseudomonas aeruginosa PA96,NA,NA,NA,NA,NA,NA
Mmerc-g0492_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmerc-g0493_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Mycobacterium marinum,NA,NA,NA,NA,NA,NA
Mmerc-g0494_merD,merD,Mercury resistance co-regulator MerD,Mercury resistance,Metals,Escherichia coli O157:H7,Mmerc-g0497_merE,100,Mmerc-g0498_merE,87.452,NA,NA
Mmerc-g0495_merE,merE,broad-spectrum mercury transporter MerE,Mercury resistance,Metals,Acidithiobacillus ferrooxidans,NA,NA,NA,NA,NA,NA
Mmerc-g0496_merE,merE,broad-spectrum mercury transporter MerE,Mercury resistance,Metals,Pseudomonas sp. K-62,NA,NA,NA,NA,NA,NA
Mmerc-g0497_merE,merE,broad-spectrum mercury transporter MerE,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0494_merD,100,Mmerc-g0498_merE,87.121,NA,NA
Mmerc-g0498_merE,merE,broad-spectrum mercury transporter MerE,Mercury resistance,Metals,Ralstonia mannitolilytica,Mmerc-g0494_merD,95,Mmerc-g0497_merE,87.121,NA,NA
Mmerc-g0499_merE,merE,broad-spectrum mercury transporter MerE,Mercury resistance,Metals,Flavobacterium sp. CS20,NA,NA,NA,NA,NA,NA
Mmerc-g0500_merF,merF,Mercury resistance system transport protein MerF,Mercury resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Mmerc-g0501_merF,merF,Mercury resistance system transport protein MerF,Mercury resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Mmerc-g0502_merG,merG,phenylmercury resistance protein MerG,Mercury resistance,Metals,Acidithiobacillus ferrooxidans,Mmerc-g0506_merP,86,Mmerc-g0507_merP,88.25,Mmerc-g0505_merP,87.531
Mmerc-g0503_merH,merH,Mercury resistance protein,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0505_merP,100,Mmerc-g0511_merR,95.408,NA,NA
Mmerc-g0504_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Pseudomonas sp. KBS0802,Mmerc-g0506_merP,92,Mmerc-g0502_merG,87.75,NA,NA
Mmerc-g0505_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Escherichia coli,Mmerc-g0503_merH,100,Mmerc-g0506_merP,88.783,Mmerc-g0511_merR,88.52
Mmerc-g0506_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0504_merP,92,Mmerc-g0502_merG,90.585,Mmerc-g0505_merP,88.783
Mmerc-g0507_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0506_merP,94,Mmerc-g0502_merG,88.25,Mmerc-g0505_merP,87.136
Mmerc-g0508_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Mmerc-g0509_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mmerc-g0510_merP,merP,Mercury resistance system periplasmic binding protein MerP,Mercury resistance,Metals,Tenacibaculum discolor,NA,NA,NA,NA,NA,NA
Mmerc-g0511_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Escherichia coli,Mmerc-g0503_merH,90,Mmerc-g0505_merP,88.52,NA,NA
Mmerc-g0512_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Mmerc-g0513_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Escherichia coli,Mmerc-g0516_merR,100,Mmerc-g0515_merR,84.33,NA,NA
Mmerc-g0514_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0518_merR,100,Mmerc-g0516_merR,91.738,Mmerc-g0520_merR,91.667
Mmerc-g0515_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Acidithiobacillus ferrooxidans,Mmerc-g0516_merR,99,Mmerc-g0518_merR,85.387,Mmerc-g0520_merR,84.9
Mmerc-g0516_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Escherichia coli,Mmerc-g0518_merR,100,Mmerc-g0514_merR,91.738,Mmerc-g0520_merR,91.092
Mmerc-g0517_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mmerc-g0518_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Ralstonia mannitolilytica,Mmerc-g0514_merR,100,Mmerc-g0516_merR,92.593,Mmerc-g0520_merR,89.943
Mmerc-g0519_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Tenacibaculum discolor,NA,NA,NA,NA,NA,NA
Mmerc-g0520_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Pseudomonas aeruginosa,Mmerc-g0514_merR,99,Mmerc-g0516_merR,91.092,Mmerc-g0518_merR,89.943
Mmerc-g0521_merR,merR,Mercury resistance transcriptional regulator MerR,Mercury resistance,Metals,Klebsiella pneumoniae,Mmerc-g0522_merT,95,NA,NA,NA,NA
Mmerc-g0522_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Escherichia coli,Mmerc-g0521_merR,95,NA,NA,NA,NA
Mmerc-g0523_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmerc-g0524_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmerc-g0525_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmerc-g0526_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Streptococcus salivarius,NA,NA,NA,NA,NA,NA
Mmerc-g0527_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mmerc-g0528_merT,merT,Mercuric transport protein MerT,Mercury resistance,Metals,Cupriavidus metallidurans CH34,Mmeta-g0530_mrdH,100,Mmult-g0637_mreA,80.634,NA,NA
Mmeta-g0529_fieF,fieF,CDF family cation-efflux transporter FieF (partial gene),Metal resistance,Metals,Bradyrhizobium sp. STM 2465,NA,NA,NA,NA,NA,NA
Mmeta-g0530_mrdH,mrdH,Ni(II)/Co(II) efflux transporter permease subunit MrdH,Metal resistance,Metals,Cupriavidus metallidurans,Mmerc-g0528_merT,100,Mmult-g0637_mreA,80.885,NA,NA
Mmeta-g0531_nccH,nccH,nickel/cobalt/cadmium resistance ECF sigma factor NccH,Metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmeta-g0532_nccX,nccX,periplasmic metal sensor NccX,Metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0533_cadX,cadX,Multi-metal resistance regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34,Mmult-g0534_cmtR,100,NA,NA,NA,NA
Mmult-g0534_cmtR,cmtR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans,Mmult-g0533_cadX,100,NA,NA,NA,NA
Mmult-g0535_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mmult-g0536_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0539_cnrA,100,Mmult-g0538_cnrA,88.433,Mmult-g0537_cnrA,88.433
Mmult-g0537_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Escherichia coli str. K-12 substr. MG1655,Mmult-g0539_cnrA,100,Mmult-g0538_cnrA,99.79,Mmult-g0536_cnrA,88.433
Mmult-g0538_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0537_cnrA,100,Mmult-g0539_cnrA,99.58,Mmult-g0536_cnrA,88.433
Mmult-g0539_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0537_cnrA,100,Mmult-g0538_cnrA,99.58,Mmult-g0536_cnrA,88.644
Mmult-g0540_cnrA,cnrA,Cobalt/nickel efflux RND transporter permease subunit CnrA,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,NA,NA,NA,NA,NA,NA
Mmult-g0541_cnrB,cnrB,Multi-metal resistance protein,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0543_cnrR,100,Mmult-g0542_cnrH,99.27,NA,NA
Mmult-g0542_cnrH,cnrH,Multi-metal resistance regulator (partial gene),Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0543_cnrR,99,Mmult-g0541_cnrB,99.27,NA,NA
Mmult-g0543_cnrR,cnrR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica,Mmult-g0541_cnrB,100,Mmult-g0542_cnrH,99.757,NA,NA
Mmult-g0544_cnrR,cnrR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0545_coaR,100,NA,NA,NA,NA
Mmult-g0545_coaR,coaR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica,Mmult-g0544_cnrR,100,NA,NA,NA,NA
Mmult-g0546_corA,corA,Multi-metal resistance protein,Multi-metal resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mmult-g0547_corA,corA,Multi-metal resistance protein,Multi-metal resistance,Metals,Mycolicibacterium smegmatis,NA,NA,NA,NA,NA,NA
Mmult-g0548_corA,corA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0549_corA,corA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0550_corB,corB,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0551_corC,99,NA,NA,NA,NA
Mmult-g0551_corC,corC,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli RS218,Mmult-g0550_corB,99,NA,NA,NA,NA
Mmult-g0552_corC,corC,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0553_corD,corD,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0554_corD,corD,Multi-metal resistance protein,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34,Mmult-g0555_ctpC,100,NA,NA,NA,NA
Mmult-g0555_ctpC,ctpC,Multi-metal resistance protein,Multi-metal resistance,Metals,Cupriavidus metallidurans,Mmult-g0554_corD,100,NA,NA,NA,NA
Mmult-g0556_ctpD,ctpD,Multi-metal resistance protein,Multi-metal resistance,Metals,Xanthomonas euvesicatoria,NA,NA,NA,NA,NA,NA
Mmult-g0557_czcA,czcA,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans,Mmult-g0559_czcC,100,Mmult-g0558_czcA,100,NA,NA
Mmult-g0558_czcA,czcA,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans,Mmult-g0557_czcA,100,Mmult-g0559_czcC,99.383,NA,NA
Mmult-g0559_czcC,czcC,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34,Mmult-g0557_czcA,100,Mmult-g0558_czcA,99.383,NA,NA
Mmult-g0560_czcC,czcC,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus gilardii,NA,NA,NA,NA,NA,NA
Mmult-g0561_czcC,czcC,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus gilardii,NA,NA,NA,NA,NA,NA
Mmult-g0562_czcC,czcC,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0563_czcD,czcD,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34,Mmult-g0564_czcE,100,NA,NA,NA,NA
Mmult-g0564_czcE,czcE,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans,Mmult-g0563_czcD,100,NA,NA,NA,NA
Mmult-g0565_czcP,czcP,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34,Mmult-g0566_czcR,100,NA,NA,NA,NA
Mmult-g0566_czcR,czcR,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Cupriavidus gilardii,Mmult-g0565_czcP,100,NA,NA,NA,NA
Mmult-g0567_czcR,czcR,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Helicobacter mustelae,NA,NA,NA,NA,NA,NA
Mmult-g0568_czcS,czcS,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Helicobacter mustelae,NA,NA,NA,NA,NA,NA
Mmult-g0569_czcS,czcS,Multi-metal RND efflux regulator,Multi-metal resistance,Metals,Helicobacter mustelae,NA,NA,NA,NA,NA,NA
Mmult-g0570_cznA,cznA,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmult-g0571_cznB,cznB,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmult-g0572_cznC,cznC,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0573_czrA,czrA,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Rhizobium johnstonii,NA,NA,NA,NA,NA,NA
Mmult-g0574_czrB,czrB,Multi-metal RND efflux pumps,Multi-metal resistance,Metals,Rhizobium leguminosarum bv. trifolii,NA,NA,NA,NA,NA,NA
Mmult-g0575_dmeF,dmeF,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0592_dsbA,100,Mmult-g0591_dsbA,99.522,Mmult-g0590_dsbA,99.522
Mmult-g0576_dmeF,dmeF,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0586_dsbA,100,Mmult-g0591_dsbA,99.522,Mmult-g0590_dsbA,99.522
Mmult-g0577_dmeR,dmeR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0592_dsbA,100,Mmult-g0591_dsbA,99.522,Mmult-g0590_dsbA,99.522
Mmult-g0578_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0585_dsbA,100,Mmult-g0583_dsbA,99.681,Mmult-g0588_dsbA,99.522
Mmult-g0579_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0591_dsbA,100,Mmult-g0588_dsbA,99.522,Mmult-g0590_dsbA,99.362
Mmult-g0580_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0591_dsbA,100,Mmult-g0587_dsbA,99.522,Mmult-g0585_dsbA,99.522
Mmult-g0581_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0585_dsbA,100,Mmult-g0586_dsbA,99.522,Mmult-g0584_dsbA,99.522
Mmult-g0582_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0588_dsbA,100,Mmult-g0586_dsbA,99.681,Mmult-g0587_dsbA,99.522
Mmult-g0583_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0578_dsbA,100,Mmult-g0591_dsbA,99.522,Mmult-g0587_dsbA,99.522
Mmult-g0584_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0586_dsbA,100,Mmult-g0585_dsbA,99.522,Mmult-g0581_dsbA,99.522
Mmult-g0585_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0581_dsbA,100,Mmult-g0578_dsbA,99.681,Mmult-g0591_dsbA,99.522
Mmult-g0586_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0582_dsbA,100,Mmult-g0576_dmeF,99.681,Mmult-g0591_dsbA,99.522
Mmult-g0587_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0591_dsbA,100,Mmult-g0586_dsbA,99.522,Mmult-g0585_dsbA,99.522
Mmult-g0588_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0582_dsbA,100,Mmult-g0589_dsbA,99.522,Mmult-g0579_dsbA,99.522
Mmult-g0589_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0588_dsbA,100,Mmult-g0576_dmeF,99.522,Mmult-g0585_dsbA,99.363
Mmult-g0590_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0591_dsbA,100,Mmult-g0586_dsbA,99.522,Mmult-g0577_dmeR,99.522
Mmult-g0591_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0590_dsbA,100,Mmult-g0587_dsbA,99.522,Mmult-g0586_dsbA,99.522
Mmult-g0592_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Shigella sonnei,Mmult-g0575_dmeF,100,Mmult-g0577_dmeR,99.522,Mmult-g0591_dsbA,99.362
Mmult-g0593_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0594_dsbA,99,NA,NA,NA,NA
Mmult-g0594_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0593_dsbA,100,NA,NA,NA,NA
Mmult-g0595_dsbA,dsbA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0596_dsbB,100,NA,NA,NA,NA
Mmult-g0596_dsbB,dsbB,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0595_dsbA,100,NA,NA,NA,NA
Mmult-g0597_dsbB,dsbB,Multi-metal resistance protein,Multi-metal resistance,Metals,Haemophilus influenzae,NA,NA,NA,NA,NA,NA
Mmult-g0598_dsbC,dsbC,Multi-metal resistance protein,Multi-metal resistance,Metals,Haemophilus influenzae,Mmult-g0599_dsbC,93,NA,NA,NA,NA
Mmult-g0599_dsbC,dsbC,Multi-metal resistance protein,Multi-metal resistance,Metals,Haemophilus influenzae Rd KW20,Mmult-g0598_dsbC,100,NA,NA,NA,NA
Mmult-g0600_fbpA,fbpA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Haemophilus influenzae,Mmult-g0601_fbpB,98,NA,NA,NA,NA
Mmult-g0601_fbpB,fbpB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Haemophilus influenzae Rd KW20,Mmult-g0600_fbpA,99,NA,NA,NA,NA
Mmult-g0602_fbpB,fbpB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0603_fbpC,100,Mmult-g0604_fbpC,99.791,NA,NA
Mmult-g0603_fbpC,fbpC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0604_fbpC,100,Mmult-g0602_fbpB,99.791,NA,NA
Mmult-g0604_fbpC,fbpC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0603_fbpC,100,Mmult-g0602_fbpB,99.791,NA,NA
Mmult-g0605_fecD,fecD,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0606_fecD,100,NA,NA,NA,NA
Mmult-g0606_fecD,fecD,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0605_fecD,100,NA,NA,NA,NA
Mmult-g0607_fecD,fecD,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmult-g0608_fecE,fecE,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,Mmult-g0609_fecE,100,NA,NA,NA,NA
Mmult-g0609_fecE,fecE,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,Mmult-g0608_fecE,100,NA,NA,NA,NA
Mmult-g0610_fptA,fptA,Multi-metal resistance protein,Multi-metal resistance,Metals,Burkholderia pseudomallei 1026b,Mmult-g0611_fpvA,100,Mmult-g0612_fpvA,99.71,NA,NA
Mmult-g0611_fpvA,fpvA,Multi-metal resistance protein,Multi-metal resistance,Metals,Burkholderia pseudomallei,Mmult-g0612_fpvA,100,Mmult-g0610_fptA,99.855,NA,NA
Mmult-g0612_fpvA,fpvA,Multi-metal resistance protein,Multi-metal resistance,Metals,Burkholderia pseudomallei,Mmult-g0611_fpvA,100,Mmult-g0610_fptA,99.71,NA,NA
Mmult-g0613_irlR,irlR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei 1026b,Mmult-g0614_irlR,100,Mmult-g0615_irlR,99.57,NA,NA
Mmult-g0614_irlR,irlR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei,Mmult-g0613_irlR,100,Mmult-g0615_irlR,99.713,NA,NA
Mmult-g0615_irlR,irlR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei K96243,Mmult-g0614_irlR,100,Mmult-g0613_irlR,99.57,NA,NA
Mmult-g0616_irlS,irlS,Multi-metal resistance regulator,Multi-metal resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mmult-g0617_irlS,irlS,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica,Mmult-g0619_kmtR,91,Mmult-g0618_irlS,82.047,NA,NA
Mmult-g0618_irlS,irlS,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli str. K-12 substr. MG1655,Mmult-g0619_kmtR,100,Mmult-g0617_irlS,82.047,NA,NA
Mmult-g0619_kmtR,kmtR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0618_irlS,100,Mmult-g0617_irlS,82.08,NA,NA
